timestep,DEU,ITA,CHE
2014-01-01,0.7354244432818153,1.7630008721796542,1.5704753718668105
2014-01-02,0.31311750301674346,1.188171937806459,0.626523830600191
2014-01-03,0.45586545640292603,1.2651507259151213,0.934507023406189
2014-01-04,0.42834125462607553,0.9784942215419681,0.36292176991440156
2014-01-05,0.4629629554657784,0.7363513818595102,0.9830082939608777
2014-01-06,0.7788250146549918,1.6800199705489414,1.4561825027790765
2014-01-07,1.1076405893395092,1.8737290977536312,1.7626199135513483
2014-01-08,0.7415584386863248,1.80243721783409,1.5173279555152934
2014-01-09,0.6566340107691941,1.6415245903940714,1.8919585271423132
2014-01-10,0.9137792751816644,1.6464716478246093,1.3656215535505472
2014-01-11,0.7116972191416941,1.2959152776170688,1.330913463996072
2014-01-12,1.1276997761964134,1.4263095057085382,2.116001143029124
2014-01-13,0.5289604404577176,1.5556003812435228,1.1738265512768482
2014-01-14,0.3748203016502953,0.8259619246505541,0.47903208883961734
2014-01-15,0.8952834053815893,1.8099390582892163,2.1104869945852816
2014-01-16,0.4160735537097908,1.5876107819961933,0.8523421003440077
2014-01-17,0.681399841848117,1.0176256065276543,0.9169108758869533
2014-01-18,0.965626340378628,1.208860836864245,1.3609485920157909
2014-01-19,0.7010797321402501,0.7754631664105314,1.2778995096060486
2014-01-20,0.34317782557646714,1.0821715375249135,1.021129440295856
2014-01-21,0.4991529399861676,1.2069214167206304,1.2627105073687601
2014-01-22,0.9957976897638968,1.6141923378535779,2.2787274630764616
2014-01-23,0.8619562896042465,1.4008711267386096,1.2373927979391655
2014-01-24,0.8589753143704696,1.195768347706385,1.3492268308994617
2014-01-25,1.293091984269219,2.1948500150443295,2.0756024715428825
2014-01-26,1.1042604821405353,2.3026315134659137,1.8271902431009415
2014-01-27,0.7872217237536804,1.5562958383331427,1.3493398173691664
2014-01-28,1.4377919363079987,1.8426633467558426,2.2130349698296596
2014-01-29,1.4845567188327342,1.953329110494532,1.512488215726948
2014-01-30,1.6818197831878001,0.694427984012741,0.9743786290653245
2014-01-31,1.3067655603840147,1.1121836955939157,2.1114455885005188
2014-02-01,1.0555651284432743,1.0920084432583956,1.8346382522993265
2014-02-02,0.9876213833399886,0.7310277934880495,1.0521935555018789
2014-02-03,1.3081810680302521,0.9446251535183937,1.8557647364435887
2014-02-04,1.1959907965057737,1.345955833434643,1.6800975852493334
2014-02-05,1.2673531644853417,1.5705921080607081,1.0696226300216196
2014-02-06,1.6211735899578235,2.499188167084704,2.2433554184793225
2014-02-07,1.030772135942134,2.2898805932312993,1.1769726711600015
2014-02-08,1.160568149549503,2.206801570124294,1.8135419227278333
2014-02-09,1.2445180094196362,2.3335177668532743,1.991283548043094
2014-02-10,1.2001389174562431,1.0201487951603194,1.3466670006826835
2014-02-11,1.5619893575687862,2.0508301352336042,2.6296181237966776
2014-02-12,1.9417586295215303,2.3306227285664165,2.8259935168704757
2014-02-13,1.0655119774317765,2.650878816496344,1.6520453411055043
2014-02-14,1.8776689392530777,3.0574916345939087,2.0835265803683987
2014-02-15,1.1046974386325579,2.6719658603763854,2.4561593119132166
2014-02-16,1.509102446498988,2.3925339481211756,1.0902611144849137
2014-02-17,1.6963784112243943,2.765667943004918,3.0595680755562222
2014-02-18,1.747304794079236,2.358588599695606,2.525541596168588
2014-02-19,1.2030260542756848,1.6547648929208345,1.5422406240628685
2014-02-20,1.8203065847461488,1.7719042659674427,3.1513604360340466
2014-02-21,1.2355183837471349,2.434100728019825,1.5029982585848114
2014-02-22,1.8676221828353565,2.711169873795819,2.638282662738376
2014-02-23,2.574707223599248,3.2886690379708194,3.478728785823448
2014-02-24,2.985445796762785,3.3396679004634335,3.519809430854493
2014-02-25,2.494240086541318,3.481688706604168,3.227630372869453
2014-02-26,1.8001835091937535,2.2196678472626155,1.4503080731237545
2014-02-27,1.9652731518508884,2.3669268192203115,2.750565449843479
2014-02-28,1.7506927501911744,2.8453069883109934,2.4317974746818987
2014-03-01,1.9859081266695908,1.4767966626898406,1.759969819359002
2014-03-02,2.216561844641617,2.4434869183613945,3.028781966387079
2014-03-03,2.352894431698366,2.800562448393296,1.7313590505608598
2014-03-04,2.1491048080924955,1.9134360701440982,2.1872747351144617
2014-03-05,2.0182435139505555,2.8177152050237884,3.2000313835334095
2014-03-06,2.6375928519789817,2.994275604425158,3.681804033562479
2014-03-07,2.854882169227347,3.4575683080526773,3.9961007215231263
2014-03-08,3.1534495691224467,3.225892935848951,4.015941477394243
2014-03-09,3.413048721136725,3.7064594530325343,4.0616949509622335
2014-03-10,3.4594247849136797,3.0963426222675596,4.023787232331029
2014-03-11,3.197027386777424,3.0685882787764727,3.25982878597641
2014-03-12,3.5078985452217677,4.033361411521103,4.16519955199422
2014-03-13,3.512544607436039,3.990102416209072,4.095791824630247
2014-03-14,3.1480502691967565,3.7348412117302017,4.073406178475706
2014-03-15,2.4555473195869157,3.563319793257073,3.1638976362153404
2014-03-16,1.1221907362364156,4.072551724175196,3.826183649109804
2014-03-17,2.2493962152741203,4.247926090290629,4.326334561978367
2014-03-18,1.8776264742418571,4.181302940331977,4.060147226851546
2014-03-19,2.792668495993196,4.230087647295665,4.14033159416413
2014-03-20,3.6205129768286666,3.9739214668420044,4.082740418621855
2014-03-21,2.8209146124022797,3.731549830295261,3.7306694412422674
2014-03-22,1.8202664611439747,3.0241661529239456,1.6324449900554807
2014-03-23,1.9056661810371651,2.829493121297247,1.535409892429781
2014-03-24,2.1417429923347617,3.161836788068702,2.9443409404688157
2014-03-25,2.41411269582174,2.362341544987861,3.757953310877147
2014-03-26,2.9841028045887783,2.794907891273542,3.067381025008633
2014-03-27,3.931580528432262,2.3707474799168344,3.95715274721139
2014-03-28,2.9506528648679513,3.9117496355386785,4.632692853493106
2014-03-29,3.801329928636584,4.466888918270981,4.540988534158145
2014-03-30,3.783180708177623,4.230963688488643,4.381723820597016
2014-03-31,3.518670435654973,4.462594189555668,4.328808993076644
2014-04-01,3.0113024519405016,4.478341038775215,4.321477072375433
2014-04-02,3.6525061202577858,4.366166090021385,3.8849302930212937
2014-04-03,3.188223744897173,2.964683497311287,3.613020669916391
2014-04-04,3.1279442885822286,2.442770312381791,3.481452674801788
2014-04-05,2.875583398085208,2.959800652246935,2.702339773711727
2014-04-06,3.338226262824337,3.7788464729019466,4.099950996953411
2014-04-07,3.366270114408978,4.548195159475326,4.43823213131554
2014-04-08,3.1213984922231095,3.9891733722049203,2.656115313908574
2014-04-09,3.7489425647535084,4.535999856089245,5.167837798067227
2014-04-10,2.867168013217837,4.987485524149784,5.039795909353975
2014-04-11,3.521481175125042,4.266053589726642,4.756489664345145
2014-04-12,3.7058007690802763,3.729142000620505,3.141523099878442
2014-04-13,4.3174330803880006,3.506941110416589,4.809211019970721
2014-04-14,3.3306577423675434,4.937510213993925,5.112184438243028
2014-04-15,4.09497413809172,4.493178269404958,5.286530343005265
2014-04-16,4.623803800913985,4.841741429988883,5.514673851445679
2014-04-17,4.497928761645941,4.746421641649709,5.5181199118820485
2014-04-18,3.151090226767532,3.9629580110886695,3.2516605269420156
2014-04-19,4.242324396163182,3.330834164089685,3.614508931758471
2014-04-20,4.261445333093127,4.207960608377798,4.427009990665049
2014-04-21,3.302576527788328,3.7439024178994895,2.58624631973662
2014-04-22,3.478570818787437,3.563373779139792,3.940119619638846
2014-04-23,3.927967383331641,3.6554543024654405,4.035888387553382
2014-04-24,4.011280440304185,4.343872557773833,4.6740568205256405
2014-04-25,4.405121751471482,4.191452711188698,2.572977650674615
2014-04-26,3.620273802557074,3.7587924930871734,3.9454674268422854
2014-04-27,2.834582205288385,2.7990766374145855,2.217291907228143
2014-04-28,3.3312681111911577,3.4782465207401456,2.486449076747345
2014-04-29,3.8208279364420545,4.284286621380953,3.66908406980236
2014-04-30,3.9410500630786505,3.7784856674875464,2.5522893031226634
2014-05-01,3.2915880613224466,4.730193259101883,3.4542544279573852
2014-05-02,2.800555699046527,2.9517126015346684,2.2836289185397645
2014-05-03,4.849533575371555,3.4020082860013865,4.1880253928010855
2014-05-04,5.204068156609719,4.726498486437381,5.902273046437386
2014-05-05,4.822758497805094,5.458822918083435,5.759255143170091
2014-05-06,3.1647186900297655,5.326079090165484,3.934703838316948
2014-05-07,4.0289133913654895,4.506465368078407,3.6646226350876687
2014-05-08,3.408108779762628,5.459848655176376,5.2349784784884825
2014-05-09,3.7403521027240174,5.4827991983709365,4.546154406108567
2014-05-10,3.480174490412813,4.994941239162773,4.078593420345058
2014-05-11,3.910433054903056,4.879765522539287,4.543046224208806
2014-05-12,3.54931562007039,4.732043812883732,3.526490941687061
2014-05-13,3.6758654179347032,4.552498021115238,2.971903304511102
2014-05-14,4.584267848616656,5.401577647323992,4.118089693035476
2014-05-15,4.776319259048668,5.408874562006375,4.849880753074636
2014-05-16,5.073182731855523,4.110896422597291,5.534055645130687
2014-05-17,4.633686094850508,4.9659084837219885,5.736842249629881
2014-05-18,3.868215804321576,5.2425182942033155,5.588010986796659
2014-05-19,4.914908713577039,4.266384388544117,5.332496026063892
2014-05-20,5.307403746355473,5.366346911633176,5.3829689086991515
2014-05-21,4.85910136862088,5.403737062019309,4.63207966052099
2014-05-22,5.089724343148116,5.201374788627139,4.8434086002692665
2014-05-23,4.054226200790059,4.604530944700849,4.709716663939467
2014-05-24,4.328072197754443,5.498640923372944,5.663599293920379
2014-05-25,5.360962152055774,5.0743468920207055,4.940942106125681
2014-05-26,4.015008434397926,4.623464347445185,2.5485806849295747
2014-05-27,2.8801861952206216,4.806274736191679,2.931675803207626
2014-05-28,2.5647070398835763,4.998456779553661,5.171038149808236
2014-05-29,3.8290490531153045,4.102498867459077,5.0283582706118946
2014-05-30,5.568957783444665,4.598106678163844,4.795560776036369
2014-05-31,5.723057525560091,4.483342642923263,6.19587599004785
2014-06-01,5.210366946008264,5.287065816714146,5.716032541342255
2014-06-02,5.224216378319176,5.199847615572458,4.511314526833866
2014-06-03,4.795349489177904,5.1748406952560675,4.992091761429188
2014-06-04,4.413101140533082,5.010053011579949,3.270145506165427
2014-06-05,4.837354482229977,5.648137861810651,5.653153960012745
2014-06-06,5.851177936411861,5.594117657591559,5.555944139384294
2014-06-07,5.406384016543764,5.567068222514908,5.787999936648131
2014-06-08,5.215176673092189,5.702322019188091,5.59363053792328
2014-06-09,5.139341120663319,5.582556012490639,5.285568000767877
2014-06-10,4.703270612362448,5.494235622757913,4.983993389392987
2014-06-11,3.682219527757924,5.428822823870285,5.554723901759901
